key,en,hy,es,es_ES,es_SV,es_EC,fr,fr_CA,fr_FR,da,ru,uk,sv,de,pt,,xx,pl,key,en
Dropdown_Select_Platform,Use the dropdown to select the platform where the display is located.,"Օգտագործեք բացվող ցանկը՝ ընտրելու հարթակը, որի վրա գտնվում է էկրանը",Usa el menú desplegable para seleccionar la tarima donde se encuentra la pantalla.,Usa el menú desplegable para seleccionar la tarima donde se encuentra la pantalla.,Usa el menú desplegable para seleccionar la plataforma donde se encuentra la pantalla.,Usa el menú desplegable para seleccionar la plataforma donde se encuentra la pantalla.,Utilisez le menu déroulant pour choisir le plateau de compétition où se trouve l'affichage,,,Brug dropdown for at vælge den platform som displayet er tilknyttet.,Используйте выпадающее меню для выбора помоста на котором находится экран.,Використовуйте випадаюче меню для вибору помосту на якому знаходиться табло.,Använd rullgardinsmenyn för att välja plattformen där skärmen finns.,"Verwende das Dropdown-Menü, um die Plattform auszuwählen, an der sich die Anzeige befindet.",Use a lista suspensa para selecionar a plataforma onde o monitor está localizado.,,570,Use the dropdown to select the platform where the display is located.,Dropdown_Select_Platform,Use the dropdown to select the platform where the display is located.
LeftMenuNavigate,Use the menu at the left to navigate to the various screens:<ul>,Օգտագործեք ձախ կողմի մենյուն ուղորդման համար: <ul>,Use el menú de la izquierda para navegar a las diferentes pantallas :<ul>,Use el menú de la izquierda para navegar a las diferentes pantallas :<ul>,,,Utilisez le menu à gauche pour naviguer,,,Brug menuen til venstre for at navigere til de forskellige skærme:<ul>,Используйте меню слева для навигации:<ul>,Використовуйте меню зліва для навігації:<ul>,Använd menyn till vänster för att navigera till de olika skärmarna:<ul>,Benutze das Menü auf der linken Seite für die verschiedenen Anzeigen:<ul>,Use o menu à esquerda para navegar para as várias telas: <ul>,,571,Use the menu at the left to navigate to the various screens:<ul>,LeftMenuNavigate,Use the menu at the left to navigate to the various screens:<ul>
BetweenValues,Value must be between {0} and {1} inclusively.,Արժեքը պետք է լինի {0} եւ {1} ը ներառյալ:,El valor debe estar entre {0} y {1} inclusivo.,El valor debe estar entre {0} y {1} inclusivo.,,,La valeur doit être comprise entre {0} et {1} inclusivement.,,,Værdien skal være mellem {0} og {1} inklusiv.,Значение должно быть между {0} и {1} включительно.,Значення має бути між {0} та {1} включно.,Värdet måste vara mellan {0} och {1} inklusive.,Der Wert muss zwischen {0} und {1} liegen,O valor deve ser entre {0} e {1} inclusive.,,572,Wartość musi mieścić się wyłącznie w przedziale od {0} do {1}.,BetweenValues,Value must be between {0} and {1} inclusively.
CountdownType.INDEFINITE,Wait,Որոշված չէ,Esperar,Esperar,,,Attente,,,Vent,Не определен,Не визначений,Vänta,Warte,Esperar,,573,Wait,CountdownType.INDEFINITE,Wait
Scoreboard.WaitingNextGroup,Waiting for next group.,Սպասում ենք հաջորդ խմբին,Esperando el próximo grupo.,Esperando el próximo grupo.,,,En attente du prochain groupe.,,,Venter på næste gruppe.,Ждём следующий поток.,Чекаємо на наступний потік.,Väntar på nästa grupp.,Warte auf die nächste Gruppe,Esperando Pelo Próximo Grupo.,,574,Waiting for next group.,Scoreboard.WaitingNextGroup,Waiting for next group.
Results.WaitingNextGroup,Waiting for next group.,Սպասում ենք հաջորդ խմբին,Esperando el próximo grupo.,Esperando el próximo grupo.,,,En attente du prochain groupe.,,,Venter på næste gruppe.,Ждём следующий поток.,Чекаємо на наступний потік.,Väntar på nästa grupp.,Warte auf die nächste Gruppe,Esperando Pelo Próximo Grupo.,,575,Waiting for next group.,Results.WaitingNextGroup,Waiting for next group.
WaitingForSite,Waiting for updates from the competition site.,Սպասում ենք թարմացման մրցումների էջից,Esperando actualizaciones del sitio de la competición,Esperando actualizaciones del sitio de la competición,Esperando actualizaciones del sitio de la competencia.,Esperando actualizaciones del sitio de la competencia.,En attente des informations du site de compétition.,,,Afventer opdatering fra konkurrence site,Ждём обновления с сайта соревнований.,Чекаємо на оновлення інформації зі змагань.,Väntar på uppdateringar från tävlingsplatsen.,Warte auf updates von der Wettkampfseite.,Aguardando Atualizações do Sistema de Competição.,,576,Waiting for updates from the competition site.,WaitingForSite,Waiting for updates from the competition site.
Upload.WarningWillReplaceAll,"Warning: Athletes, Groups and Platforms will be erased and reloaded according to the information in the spreadsheet.","Զգուշացում. Մարզիկները, խմբերը և հարթակները կջնջվեն և վերաբեռնված կլինեն ՝ համաձայն աղյուսակի տեղեկատվության:","Aviso: Levantadores, Grupos y Tarimas serán borrados y vueltos a cargar de acuerdo a la información de la hoja de cálculo","Aviso: Levantadores, Grupos y Tarimas serán borrados y vueltos a cargar de acuerdo a la información de la hoja de cálculo","Advertencia: los atletas, grupos y plataformas se borrarán y volverán a cargar de acuerdo con la información de la hoja de cálculo.","Warning: Athletes, Groups and Platforms will be erased and reloaded according to the information in the spreadsheet.","Attention: les athlètes, groupes et plateformes vont être effacées et rechargées selon les informations du fichier.",,,"Advarsel: Atleter, Grupper og Platforme vil blive slettet og erstattet med data fra Excel-arket.","Warning: Athletes, Groups and Platforms will be erased and reloaded according to the information in the spreadsheet.","Увага: спортсмени, потоки та помости будуть видалені і перезаписані у відповідності до інформації в файлі.","Varning! Lyftare, grupper och plattformar kommer att raderas och ersättas av data från excel-arket.","Warnung: Athleten, Gruppen und Bohlen werden gemäß den Informationen in der Tabelle gelöscht und neu geladen.","Atenção: Atletas, Grupos e Plataformas serão apagados e recarregados de acordo com as informações da planilha.",,577,"Warning: Athletes, Groups and Platforms will be erased and reloaded according to the information in the spreadsheet.",Upload.WarningWillReplaceAll,"Warning: Athletes, Groups and Platforms will be erased and reloaded according to the information in the spreadsheet."
Registration.groupsOverwrite,Warning: the groups and platforms listed on this sheet will replace the data currently in the database.,Ուշադրություն. Այս թերթում թվարկված խմբերը և պլատֆորմները կփոխարինեն ներկայումս տվյալների շտեմարանում գտնվող տվյալներին:,Advertencia: los grupos y tarimas enumerados en esta hoja reemplazarán los datos actualmente en la base de datos.,Advertencia: los grupos y tarimas enumerados en esta hoja reemplazarán los datos actualmente en la base de datos.,Advertencia: los grupos y plataformas enumerados en esta hoja reemplazarán los datos actualmente en la base de datos.,Advertencia: los grupos y plataformas enumerados en esta hoja reemplazarán los datos actualmente en la base de datos.,Attention: les données des clubs et plateformes de la base de données seront remplacées par les informations de cet onglet.,,,Advarsel: grupper og platforme defineret i dette arkvil erstatte nuværende data i databasen.,Warning: the groups and platforms listed on this sheet will replace the data currently in the database.,"Попередження: перелічені на цьому аркуші потоки та помости замінять дані, що зберігаються на даний момент у базі даних.",Varning! Grupper och plattformar i detta ark kommer bli ersatta av data från databasen.,Warnung: Die auf diesem Blatt aufgeführten Gruppen und Bohlen ersetzen die derzeit in der Datenbank enthaltenen Daten.,Aviso: os grupos e plataformas listados nesta planilha irão substituir os dados atualmente no banco de dados.,,578,Warning: the groups and platforms listed on this sheet will replace the data currently in the database.,Registration.groupsOverwrite,Warning: the groups and platforms listed on this sheet will replace the data currently in the database.
WeighIn,Weigh-In,Կշռում,Pesaje,Pesaje,,,Pesée,,,Indvejning,Взвешивание,Зважування,Invägning,Wiegen,Pesagem,,579,Weigh-In,WeighIn,Weigh-In
WeighIn_StartNumbers,Weigh-In and Start Numbers,Կշռում և մեկնարկի համար,Pesaje y números de Inicio,Pesaje y números de Inicio,,,Pesée et numéros de départ,,,Indvejning og Startnumre,Взвешивание и стартовые номера,Зважування та стартові номери,Invägning och Start nummer,Wiegen und Startnummern,Pesar e Iniciar Sorteio,,580,Weigh-In and Start Numbers,WeighIn_StartNumbers,Weigh-In and Start Numbers
Weighin1,Weigh-In Official 1,Կշռող 1,Juez de Pesaje 1,Juez de Pesaje 1,Oficial de pesaje 1,Oficial de pesaje 1,Officiel de pesée 1,,,Indvejningsofficial 1,Секретарь 1,Суддя на зважуванні,Invägningsdomarel 1,Offizielles Wiegen 1,Pesagem Oficial 1,,581,Weigh-In Official 1,Weighin1,Weigh-In Official 1
Weighin2,Weigh-In Official 2,Կշռող 2,Juez de Pesaje 2,Juez de Pesaje 2,Oficial de pesaje 2,Oficial de pesaje 2,Officiel de pesée 2,,,Indvejningsofficial 2,Секретарь 2,Суддя на зважуванні,Invägningsdomare 2,Offizielles Wiegen 2,Pesagem Oficial 2,,582,Weigh-In Official 2,Weighin2,Weigh-In Official 2
WeighInTime_StartList,Weigh-in Time,Կշռում,Hora de pesaje,Hora de pesaje,,,Heure de pesée,,,Indvejningstidspunkt,Время взвешивания,Час зважування,Invägningstid,Wiege Zeit,Início da Pesagem,,583,Weigh-in Time,WeighInTime_StartList,Weigh-in Time
WeighInTime,Weigh-in Time,Կշռման ժամ,Hora de pesaje,Hora de pesaje,,,Heure de pesée,,,Indvejningstidspunkt,Время взвешивания,Час зважування,Invägningstid,Wiege Zeit,Início da Pesagem,,584,Weigh-in Time,WeighInTime,Weigh-in Time
Weighed,Weighed,Անցել է կշռումը,Pesado,Pesado,,,Pesés,,,Indvejet,Прошел взвешивание,Пройшов зважування,Invägd,Gewogen,Pesou,,585,Weighed,Weighed,Weighed
Weighed_in_p,Weighed-In?,Կշռում,Pesado en?,Pesado en?,,,Pesés ?,,,Indvejet?,Взвешивание,Зважування,Vägt in?,Wiegen?,Pesado?,,586,Weighed-In?,Weighed_in_p,Weighed-In?
Weight_change_current_athlete,Weight change for current athlete<br>{0},Քաշի փոփոխություն {0}ի համար,Cambio de Peso para el Atleta Actual<br>{0},Cambio de Peso para el Atleta Actual<br>{0},,,Changement pour l''athlète courant<br>{0},,,Vægtændring for nuværende atlet<br>{0},Перезаявка для {0},Перезаявка для {0},Vikt ändring för nuvarande lyftare<br>{0},Steigerung für den aktuellen Athleten<br>{0},Alteração de peso para o atleta atual<br>{0},,587,Weight change for current athlete<br>{0},Weight_change_current_athlete,Weight change for current athlete<br>{0}
WeightLifted,Weight Lifted,Հաշվված քաշ,Peso Levantado,Peso Levantado,,,Poids soulevé,,,Vægt løftet,Засчитанный вес,Зарахована вага,Vikt lyft,Gewicht gehoben,Peso Levantado,,588,Weight Lifted,WeightLifted,Weight Lifted
